x('Total Revenue', '184,903,000', '168,088,000', '143,015,000', '125,843,000', '110,360,000')
         605401 function calls (588135 primitive calls) in 1.184 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:261(InvalidURL)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 formatter.py:138(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1357(set_event_loop)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        2    0.000    0.000    0.000    0.000 __init__.py:119(__aenter__)
        1    0.000    0.000    0.000    0.000 _make.py:78(__new__)
        1    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        3    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 validators.py:138(_MatchesReValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:335(prepare_markup)
        2    0.000    0.000    0.000    0.000 parse.py:147(username)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 events.py:121(__lt__)
        2    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:146(_merge_ssl_params)
        1    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        1    0.000    0.000    0.000    0.000 http_parser.py:514(HttpRequestParser)
        1    0.000    0.000    0.000    0.000 resolver.py:27(__init__)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 http_websocket.py:105(WebSocketError)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 tempfile.py:767(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 :1(_DeepIterableAttributes)
        4    0.000    0.000    0.000    0.000 cookies.py:478(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 queues.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        7    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'add' of 'multidict._multidict.MultiDict' objects}
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.helpers.ETag>:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:555(Executor)
        1    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 client_exceptions.py:226(ServerDisconnectedError)
        1    0.000    0.000    0.000    0.000 _url.py:370(is_default_port)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 ssl.py:933(compression)
        7    0.000    0.000    0.000    0.000 base_events.py:658(is_running)
        1    0.000    0.000    0.000    0.000 tempfile.py:406(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 md.py:161(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 element.py:108(__new__)
        1    0.000    0.000    0.000    0.000 _base.py:371(cancelled)
        1    0.000    0.000    0.000    0.000 tracing.py:245(TraceRequestEndParams)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 md.py:373(ArchaicUpperLowerPlugin)
        1    0.000    0.000    0.000    0.000 sslproto.py:295(get_extra_info)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2052(IPv6Network)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        1    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.000    0.000 helpers.py:855(ETag)
        2    0.000    0.000    0.000    0.000 __init__.py:187(_reschedule)
        2    0.000    0.000    0.000    0.000 _url.py:592(raw_fragment)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        6    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 cookies.py:488(__setitem__)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 tracing.py:255(TraceRequestExceptionParams)
        1    0.000    0.000    0.000    0.000 sslproto.py:587(_start_shutdown)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 http_exceptions.py:86(InvalidHeader)
        1    0.000    0.000    0.000    0.000 :1(_ProvidesValidatorAttributes)
        1    0.000    0.000    0.000    0.000 multipart.py:502(BodyPartReaderPayload)
        1    0.000    0.000    0.000    0.000 tracing.py:265(TraceRequestRedirectParams)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        1    0.000    0.000    0.000    0.000 :1(TraceDnsResolveHostEndParamsAttributes)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(_check_ssl_socket)
        6    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 tracing.py:328(TraceRequestHeadersSentParams)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1042(StreamHandler)
        1    0.000    0.000    0.000    0.000 helpers.py:629(__init__)
        1    0.000    0.000    0.000    0.000 md.py:252(SuperWeirdWordPlugin)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:475(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 cgi.py:251(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.client.ClientTimeout>:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 tracing.py:236(TraceResponseChunkReceivedParams)
        1    0.000    0.000    0.000    0.000 connector.py:85(__await__)
        1    0.000    0.000    0.000    0.000 payload.py:418(AsyncIterablePayload)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:241(ServerFingerprintMismatch)
        1    0.000    0.000    0.000    0.000 locks.py:278(set)
        2    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 socketserver.py:664(ThreadingMixIn)
        2    0.000    0.000    0.000    0.000 __init__.py:149(_reject)
        1    0.000    0.000    0.000    0.000 cookiejar.py:141(__iter__)
        1    0.000    0.000    0.000    0.000 validators.py:94(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 :1(TraceDnsCacheMissParamsAttributes)
        1    0.000    0.000    0.000    0.000 validators.py:219(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 helpers.py:692(__init__)
        1    0.000    0.000    0.000    0.000 _url.py:454(user)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        2    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 abc.py:144(__init__)
        1    0.000    0.000    0.000    0.000 socketserver.py:516(UDPServer)
        1    0.000    0.000    0.000    0.000 payload.py:375(BufferedReaderPayload)
        1    0.000    0.000    0.000    0.000 tracing.py:227(TraceRequestChunkSentParams)
        2    0.000    0.000    0.000    0.000 streams.py:573(__len__)
        1    0.000    0.000    0.000    0.000 payload.py:218(BytesPayload)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
        1    0.000    0.000    0.000    0.000 request.py:1086(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        4    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 css_match.py:58(_FakeParent)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 _base.py:112(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _make.py:67(_Nothing)
        1    0.000    0.000    0.000    0.000 :1(_OptionalValidatorAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:8(Signal)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 :1(TraceDnsCacheHitParamsAttributes)
        1    0.000    0.000    0.000    0.000 selector_events.py:987(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 :1(_AndValidatorAttributes)
        1    0.000    0.000    0.000    0.000 connector.py:459(_available_connections)
        1    0.000    0.000    0.000    0.000 __init__.py:32(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 _make.py:3086(_AndValidator)
        1    0.000    0.000    0.000    0.000 validators.py:261(_OptionalValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:533(_MaxLengthValidator)
        2    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        1    0.000    0.000    0.000    0.000 threading.py:1110(daemon)
        1    0.000    0.000    0.000    0.000 validators.py:295(_InValidator)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 {method 'cipher' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:692(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1194(_StderrHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 _markupbase.py:36(reset)
        1    0.000    0.000    0.000    0.000 :1(_MaxLengthValidatorAttributes)
        1    0.000    0.000    0.000    0.000 tracing.py:218(TraceRequestStartParams)
        1    0.000    0.000    0.000    0.000 :1(TraceDnsResolveHostStartParamsAttributes)
        1    0.000    0.000    0.000    0.000 _multidict_base.py:12(_abc_valuesview_register)
        4    0.000    0.000    0.000    0.000 _url.py:22(rewrite_module)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:353(port)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tracing.py:314(TraceDnsCacheHitParams)
        1    0.000    0.000    0.000    0.000 _url.py:27(cached_property)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 tracing.py:307(TraceDnsResolveHostEndParams)
        2    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 _multidict_base.py:8(_abc_keysview_register)
        1    0.000    0.000    0.000    0.000 parse.py:776(Quoter)
        1    0.000    0.000    0.000    0.000 transports.py:19(get_extra_info)
        3    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 payload.py:366(BytesIOPayload)
        1    0.000    0.000    0.000    0.000 tasks.py:902(_outer_done_callback)
        1    0.000    0.000    0.000    0.000 _base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:373(update_version)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
